facility,address,city,system_abbrev,zip_code,latitude,longitude,full_address,capacity,in_hsf,hsf_facility_name
South Dakota State Penitentiary,1600 W. Dr,Sioux Falls,SD,57117,,,"1600 W. Dr, Sioux Falls, SD 57117",,,SOUTH DAKOTA STATE PENITENTIARY
Jameson Annex,1600 W. Dr,Sioux Falls,SD,57117,,,"1600 W. Dr, Sioux Falls, SD 57117",,,JAMESON ANNEX
Mike Durfee State Prison,1412 Wood St,Springfield,SD,57062,,,"1412 Wood St, Springfield, SD 57062",,,MIKE DURFEE STATE PRISON
South Dakota Women's Prison,3200 E. Hwy 34,Pierre,SD,57501,,,"3200 E. Hwy 34, Pierre, SD 57501",,,SOUTH DAKOTA WOMEN'S PRISON
Rapid City Minimum Center,2725 Creek Dr,Rapid City,SD,57703,,,"2725 Creek Dr, Rapid City, SD 57703",,,RAPID CITY MINIMUM CENTER
Yankton Minimum Center,178 Mickelson Dr,Yankton,SD,57078,,,"178 Mickelson Dr, Yankton, SD 57078",,,YANKTON MINIMUM CENTER
Bledsoe County Correctional Complex,1045 Horsehead Rd,Pikeville,TN,37367,,,"1045 Horsehead Rd, Pikeville, TN 37367",,,BLEDSOE COUNTY CORRECTIONAL COMPLEX
Morgan County Correctional Complex,541 Wayne Cotton Morgan Dr,Wartburg,TN,37887,,,"541 Wayne Cotton Morgan Dr, Wartburg, TN 37887",,,MORGAN COUNTY CORRECTIONAL COMPLEX
Northeast Correctional Complex,5249 Hwy 67 W.,Mountain City,TN,37683,,,"5249 Hwy 67 W., Mountain City, TN 37683",,,NORTHEAST CORRECTIONAL COMPLEX
Debra K. Johnson Rehabilitation Center,3881 Stewarts Ln,Nashville,TN,37243,,,"3881 Stewarts Ln, Nashville, TN 37243",,,DEBRA K. JOHNSON REHABILITATION CENTER
Lois M. DeBerry Special Needs Facility,7575 Cockrill Bend Blvd,Nashville,TN,37209,,,"7575 Cockrill Bend Blvd, Nashville, TN 37209",,,LOIS M. DEBERRY SPECIAL NEEDS FACILITY
Riverbend Maximum Security Institution,7475 Cockrill Bend Blvd,Nashville,TN,37243,,,"7475 Cockrill Bend Blvd, Nashville, TN 37243",,,RIVERBEND MAXIMUM SECURITY INSTITUTION
Turney Center Industrial Complex,1499 R.W. Moore Memorial Hwy,Only,TN,37140,,,"1499 R.W. Moore Memorial Hwy, Only, TN 37140",,,TURNEY CENTER INDUSTRIAL COMPLEX
Mark Luttrell Transition Center,6000 State Rd,Memphis,TN,38134,,,"6000 State Rd, Memphis, TN 38134",,,MARK LUTTRELL TRANSITION CENTER
Northwest Correctional Complex,960 State Rte 212,Tiptonville,TN,38079,,,"960 State Rte 212, Tiptonville, TN 38079",,,NORTHWEST CORRECTIONAL COMPLEX
West Tennessee State Penitentiary,480 Green Chapel Rd,Henning,TN,38041,,,"480 Green Chapel Rd, Henning, TN 38041",,,WEST TENNESSEE STATE PENITENTIARY
Women's Therapeutic Residential Center,480 Green Chapel Rd,Henning,TN,38041,,,"480 Green Chapel Rd, Henning, TN 38041",,,WOMEN'S THERAPEUTIC RESIDENTIAL CENTER
Allred Unit ,2101 FM 369 W.,Iowa Park,TX,76367,,,"2101 FM 369 W., Iowa Park, TX 76367",,,ALLRED UNIT 
Beto Unit,1391 FM 3328,Tennessee Colony,TX,75880,,,"1391 FM 3328, Tennessee Colony, TX 75880",,,BETO UNIT
Boyd Unit,200 Spur 113,Teague,TX,75860,,,"200 Spur 113, Teague, TX 75860",,,BOYD UNIT
Briscoe Unit,1459 W. Hwy 85,Dilley,TX,78017,,,"1459 W. Hwy 85, Dilley, TX 78017",,,BRISCOE UNIT
Byrd Unit,21 FM 247,Huntsville,TX,77320,,,"21 FM 247, Huntsville, TX 77320",,,BYRD UNIT
Clemens Unit,11034 Hwy 36,Brazoria,TX,77422,,,"11034 Hwy 36, Brazoria, TX 77422",,,CLEMENS UNIT
Clements Unit,9601 Spur 591,Amarillo,TX,79107,,,"9601 Spur 591, Amarillo, TX 79107",,,CLEMENTS UNIT
Coffield Unit,2661 FM 2054,Tennessee Colony,TX,75884,,,"2661 FM 2054, Tennessee Colony, TX 75884",,,COFFIELD UNIT
Connally Unit,899 FM 632,Kenedy,TX,78119,,,"899 FM 632, Kenedy, TX 78119",,,CONNALLY UNIT
Cotulla Unit,610 FM 624,Cotulla,TX,78014,,,"610 FM 624, Cotulla, TX 78014",,,COTULLA UNIT
Crain Unit,1401 State School Rd,Gatesville,TX,76599,,,"1401 State School Rd, Gatesville, TX 76599",,,CRAIN UNIT
Dalhart Unit,11950 FM 998,Dalhart,TX,79022,,,"11950 FM 998, Dalhart, TX 79022",,,DALHART UNIT
Daniel Unit,938 South FM 1673,Snyder,TX,79549,,,"938 South FM 1673, Snyder, TX 79549",,,DANIEL UNIT
Ellis Unit,1697 FM 980,Huntsville,TX,77343,,,"1697 FM 980, Huntsville, TX 77343",,,ELLIS UNIT
Estelle Unit,264 FM 3478,Huntsville,TX,77320,,,"264 FM 3478, Huntsville, TX 77320",,,ESTELLE UNIT
Ferguson Unit,12120 Savage Dr,Midway,TX,75852,,,"12120 Savage Dr, Midway, TX 75852",,,FERGUSON UNIT
Fort Stockton Unit,1536 IH-10 E.,Fort Stockton,TX,79735,,,"1536 IH-10 E., Fort Stockton, TX 79735",,,FORT STOCKTON UNIT
Garza East Unit,4304 Hwy 202,Beeville,TX,78102,,,"4304 Hwy 202, Beeville, TX 78102",,,GARZA EAST UNIT
Garza West Unit,4250 Hwy 202,Beeville,TX,78102,,,"4250 Hwy 202, Beeville, TX 78102",,,GARZA WEST UNIT
Goodman Unit,349 Private Rd 8430,Jasper,TX,75951,,,"349 Private Rd 8430, Jasper, TX 75951",,,GOODMAN UNIT
Goree Unit,"7405 Hwy 75 S,",Huntsville,TX,77344,,,"7405 Hwy 75 S,, Huntsville, TX 77344",,,GOREE UNIT
Hightower Unit,902 FM 686,Dayton,TX,77535,,,"902 FM 686, Dayton, TX 77535",,,HIGHTOWER UNIT
Hilltop Unit,1500 State School Rd,Gatesville,TX,76598,,,"1500 State School Rd, Gatesville, TX 76598",,,HILLTOP UNIT
Hobby Unit,742 FM 712,Marlin,TX,76661,,,"742 FM 712, Marlin, TX 76661",,,HOBBY UNIT
Holliday Unit,295 IH-45 W.,Huntsville,TX,77320,,,"295 IH-45 W., Huntsville, TX 77320",,,HOLLIDAY UNIT
Hughes Unit,3201 FM 929,Gatesville,TX,76597,,,"3201 FM 929, Gatesville, TX 76597",,,HUGHES UNIT
Huntsville Unit,815 12th St,Huntsville,TX,77348,,,"815 12th St, Huntsville, TX 77348",,,HUNTSVILLE UNIT
Jester III Unit,3 Jester Rd,Richmond,TX,77406,,,"3 Jester Rd, Richmond, TX 77406",,,JESTER III UNIT
Jordan Unit,1992 Helton Rd,Pampa,TX,79065,,,"1992 Helton Rd, Pampa, TX 79065",,,JORDAN UNIT
Leewis Unit,777 FM 3497,Woodville,TX,75990,,,"777 FM 3497, Woodville, TX 75990",,,LEEWIS UNIT
Luther Unit,1800 Luther Dr,Navasota,TX,77868,,,"1800 Luther Dr, Navasota, TX 77868",,,LUTHER UNIT
Lynaugh Unit,1098 South Hwy 2037,Fort Stockton,TX,79735,,,"1098 South Hwy 2037, Fort Stockton, TX 79735",,,LYNAUGH UNIT
Marlin Unit,2893 State Hwy 6,Marlin,TX,76661,,,"2893 State Hwy 6, Marlin, TX 76661",,,MARLIN UNIT
McConnell Unit,3001 South Emily Dr,Beeville,TX,78102,,,"3001 South Emily Dr, Beeville, TX 78102",,,MCCONNELL UNIT
Mechler Unit,4000 Hwy 86 W.,Tulia,TX,79088,,,"4000 Hwy 86 W., Tulia, TX 79088",,,MECHLER UNIT
Memorial Unit,59 Darrington Rd,Rosharon,TX,77583,,,"59 Darrington Rd, Rosharon, TX 77583",,,MEMORIAL UNIT
Michael Unit,2664 FM 2054,Tennessee Colony,TX,75886,,,"2664 FM 2054, Tennessee Colony, TX 75886",,,MICHAEL UNIT
Middleton Unit,13055 FM 3522,Abilene,TX,79601,,,"13055 FM 3522, Abilene, TX 79601",,,MIDDLETON UNIT
C. Moore Unit,1700 W. FM 87,Bonham,TX,75418,,,"1700 W. FM 87, Bonham, TX 75418",,,C. MOORE UNIT
Murray Unit,1916 W. Hwy 36 Bypass,Gatesville,TX,76596,,,"1916 W. Hwy 36 Bypass, Gatesville, TX 76596",,,MURRAY UNIT
Ney Unit,114 Private Rd 4303,Hondo,TX,78861,,,"114 Private Rd 4303, Hondo, TX 78861",,,NEY UNIT
O'Daniel Unit,2305 Ransom Rd,Gatesville,TX,76528,,,"2305 Ransom Rd, Gatesville, TX 76528",,,O'DANIEL UNIT
Pack Unit,2400 Wallace Pack Rd,Navasota,TX,77868,,,"2400 Wallace Pack Rd, Navasota, TX 77868",,,PACK UNIT
Polunsky Unit,3872 FM 350 S.,Livingston,TX,77351,,,"3872 FM 350 S., Livingston, TX 77351",,,POLUNSKY UNIT
Powledge Unit,1400 FM 3452,Palestine,TX,75803,,,"1400 FM 3452, Palestine, TX 75803",,,POWLEDGE UNIT
Ramsey Unit,1100 FM 655,Rosharon,TX,77583,,,"1100 FM 655, Rosharon, TX 77583",,,RAMSEY UNIT
Roach Unit,15845 FM 164,Childress,TX,79201,,,"15845 FM 164, Childress, TX 79201",,,ROACH UNIT
Robertson Unit,12071 FM 3522,Abilene,TX,79601,,,"12071 FM 3522, Abilene, TX 79601",,,ROBERTSON UNIT
San Saba Unit,206 South Wallace Creek Rd,San Saba,TX,76877,,,"206 South Wallace Creek Rd, San Saba, TX 76877",,,SAN SABA UNIT
Smith Unit,1313 CR 19,Lamesa,TX,79331,,,"1313 CR 19, Lamesa, TX 79331",,,SMITH UNIT
Stevenson Unit,1525 FM 766,Cuero,TX,77954,,,"1525 FM 766, Cuero, TX 77954",,,STEVENSON UNIT
Stiles Unit,3060 FM 3514,Beaumont,TX,77705,,,"3060 FM 3514, Beaumont, TX 77705",,,STILES UNIT
Stringfellow Unit,1200 FM 655,Rosharon,TX,77583,,,"1200 FM 655, Rosharon, TX 77583",,,STRINGFELLOW UNIT
Telford Unit,3899 Hwy 98,New Boston,TX,75570,,,"3899 Hwy 98, New Boston, TX 75570",,,TELFORD UNIT
Terrell Unit,1300 FM 655,Rosharon,TX,77583,,,"1300 FM 655, Rosharon, TX 77583",,,TERRELL UNIT
Torres Unit,125 Private Rd 4303,Hondo,TX,78861,,,"125 Private Rd 4303, Hondo, TX 78861",,,TORRES UNIT
Vance Unit,2 Jester Rd,Richmond,TX,77406,,,"2 Jester Rd, Richmond, TX 77406",,,VANCE UNIT
Wainwright Unit,2665 Jovian Motley Blvd,Lovelady,TX,75851,,,"2665 Jovian Motley Blvd, Lovelady, TX 75851",,,WAINWRIGHT UNIT
Wallace Unit,1675 S. FM 3525,Colorado City,TX,79512,,,"1675 S. FM 3525, Colorado City, TX 79512",,,WALLACE UNIT
Wynne Unit,810 FM 2821,Huntsville,TX,77349,,,"810 FM 2821, Huntsville, TX 77349",,,WYNNE UNIT
Central Utah Correctional Facility,255 E. 300 W.,Gunnison,UT,84634,,,"255 E. 300 W., Gunnison, UT 84634",,,CENTRAL UTAH CORRECTIONAL FACILITY
Utah State Correctional Facility,1480 N. 8000 W.,Salt Lake City,UT,84116,,,"1480 N. 8000 W., Salt Lake City, UT 84116",,,UTAH STATE CORRECTIONAL FACILITY
Chittenden Regional Correctional Facility,7 Farrell St,South Burlington,VT,05403,,,"7 Farrell St, South Burlington, VT 05403",,,CHITTENDEN REGIONAL CORRECTIONAL FACILITY
Marble Valley Regional Correctional Facility,167 State St,Rutland,VT,05701,,,"167 State St, Rutland, VT 05701",,,MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY
Northeast Correctional Complex,1266-1270 U.S. Rte 5,St.Johnsbury,VT,05819,,,"1266-1270 U.S. Rte 5, St.Johnsbury, VT 05819",,,NORTHEAST CORRECTIONAL COMPLEX
Northern State Correctional Facility,2559 Glen Rd,Newport,VT,05855,,,"2559 Glen Rd, Newport, VT 05855",,,NORTHERN STATE CORRECTIONAL FACILITY
Northwest State Correctional Facility,3649 Lower Newton Rd,St. Albans,VT,05478,,,"3649 Lower Newton Rd, St. Albans, VT 05478",,,NORTHWEST STATE CORRECTIONAL FACILITY
Southern State Correctional Facility,700 Charlestown Rd,Springfield,VT,05156,,,"700 Charlestown Rd, Springfield, VT 05156",,,SOUTHERN STATE CORRECTIONAL FACILITY
Augusta Correctional Center,1821 Estaline Valley Rd,Craigsville,VA,24430,,,"1821 Estaline Valley Rd, Craigsville, VA 24430",,,AUGUSTA CORRECTIONAL CENTER
Bland Correctional Center,256 Bland Farm Rd,Bland,VA,24315,,,"256 Bland Farm Rd, Bland, VA 24315",,,BLAND CORRECTIONAL CENTER
Cold Springs Correctional Unit #10,221 Spitler Cir,Greenville,VA,24440,,,"221 Spitler Cir, Greenville, VA 24440",,,COLD SPRINGS CORRECTIONAL UNIT #10
Green Rock Correctional Center,475 Green Rock Ln,Chatham,VA,24531,,,"475 Green Rock Ln, Chatham, VA 24531",,,GREEN ROCK CORRECTIONAL CENTER
Keen Mountain Correctional Center,3402 Kennel Gap Rd,Oakwood,VA,24631,,,"3402 Kennel Gap Rd, Oakwood, VA 24631",,,KEEN MOUNTAIN CORRECTIONAL CENTER
Marion Correctional Treatment Center,110 Wright St,Marion,VA,24354,,,"110 Wright St, Marion, VA 24354",,,MARION CORRECTIONAL TREATMENT CENTER
Patrick Henry Correctional Unit,18155 A. L. Philpott Hwy,Ridgeway,VA,24148,,,"18155 A. L. Philpott Hwy, Ridgeway, VA 24148",,,PATRICK HENRY CORRECTIONAL UNIT
Pocahontas State Correctional Center,317 Old Mountain Rd,Pocahontas,VA,24635,,,"317 Old Mountain Rd, Pocahontas, VA 24635",,,POCAHONTAS STATE CORRECTIONAL CENTER
Red Onion State Prison,10800 H. Jack Rose Hwy,Pound,VA,24279,,,"10800 H. Jack Rose Hwy, Pound, VA 24279",,,RED ONION STATE PRISON
River North Correctional Center,329 Dellbrook Ln,Independence,VA,24348,,,"329 Dellbrook Ln, Independence, VA 24348",,,RIVER NORTH CORRECTIONAL CENTER
Wallens Ridge State Prison,272 Dogwood Dr,Big Stone Gap,VA,24219,,,"272 Dogwood Dr, Big Stone Gap, VA 24219",,,WALLENS RIDGE STATE PRISON
Wise Correctional Unit,3602 Bear Ln,Coeburn,VA,24230,,,"3602 Bear Ln, Coeburn, VA 24230",,,WISE CORRECTIONAL UNIT
Baskerville Correctional Center,4150 Hayes Mill Rd,Baskerville,VA,23915,,,"4150 Hayes Mill Rd, Baskerville, VA 23915",,,BASKERVILLE CORRECTIONAL CENTER
Beaumont Correctional Center,3500 Beaumont Rd,Beaumont,VA,23014,,,"3500 Beaumont Rd, Beaumont, VA 23014",,,BEAUMONT CORRECTIONAL CENTER
Buckingham Correctional Center,1349 Correctional Center Rd,Dillwyn,VA,23936,,,"1349 Correctional Center Rd, Dillwyn, VA 23936",,,BUCKINGHAM CORRECTIONAL CENTER
Central Virginia Correctional Unit #13,6900 Courthouse Rd,Chesterfield,VA,23832,,,"6900 Courthouse Rd, Chesterfield, VA 23832",,,CENTRAL VIRGINIA CORRECTIONAL UNIT #13
Coffeewood Correctional Center,12352 Coffeewood Dr,Mitchells ,VA,22729,,,"12352 Coffeewood Dr, Mitchells , VA 22729",,,COFFEEWOOD CORRECTIONAL CENTER
Dillwyn Correctional Center,1522 Prison Rd,Dillwyn,VA,23936,,,"1522 Prison Rd, Dillwyn, VA 23936",,,DILLWYN CORRECTIONAL CENTER
Fluvanna Correctional Center for Women,144 Prison Ln,Troy,VA,22974,,,"144 Prison Ln, Troy, VA 22974",,,FLUVANNA CORRECTIONAL CENTER FOR WOMEN
Halifax Correctional Unit,1200 Farm Rd,Halifax,VA,24558,,,"1200 Farm Rd, Halifax, VA 24558",,,HALIFAX CORRECTIONAL UNIT
Lunenburg Correctional Center,690 Falls Rd,Victoria,VA,23974,,,"690 Falls Rd, Victoria, VA 23974",,,LUNENBURG CORRECTIONAL CENTER
Nottoway Correctional Center,2892 Schutt Rd,Burkeville,VA,23922,,,"2892 Schutt Rd, Burkeville, VA 23922",,,NOTTOWAY CORRECTIONAL CENTER
Nottoway Work Center,2892 Schutt Rd,Burkeville,VA,23922,,,"2892 Schutt Rd, Burkeville, VA 23922",,,NOTTOWAY WORK CENTER
Rustburg Correctional Unit,479 Camp Nine Rd,Rustburg,VA,24588,,,"479 Camp Nine Rd, Rustburg, VA 24588",,,RUSTBURG CORRECTIONAL UNIT
State Farm Correctional Center,3500 Woods Way,State Farm,VA,23160,,,"3500 Woods Way, State Farm, VA 23160",,,STATE FARM CORRECTIONAL CENTER
State Farm Enterprise Unit,3600 Woods Way,State Farm,VA,23160,,,"3600 Woods Way, State Farm, VA 23160",,,STATE FARM ENTERPRISE UNIT
State Farm Work Center,1954 State Farm Rd,State Farm,VA,23160,,,"1954 State Farm Rd, State Farm, VA 23160",,,STATE FARM WORK CENTER
Virginia Correctional Center for Women,2841 River Rd,Goochland,VA,23063,,,"2841 River Rd, Goochland, VA 23063",,,VIRGINIA CORRECTIONAL CENTER FOR WOMEN
Caroline Correctional Unit,31285 Camp Rd,Hanover,VA,23069,,,"31285 Camp Rd, Hanover, VA 23069",,,CAROLINE CORRECTIONAL UNIT
Deerfield Correctional Center,21360 Deerfield Dr,Capron,VA,23829,,,"21360 Deerfield Dr, Capron, VA 23829",,,DEERFIELD CORRECTIONAL CENTER
Deerfield Men's Work Center,15172 Old Belfield Rd,Capron,VA,23829,,,"15172 Old Belfield Rd, Capron, VA 23829",,,DEERFIELD MEN'S WORK CENTER
Deerfield Men's Work Center 2,15080 Old Belfield Rd,Capron,VA,23829,,,"15080 Old Belfield Rd, Capron, VA 23829",,,DEERFIELD MEN'S WORK CENTER 2
Greensville Correctional Center,901 Corrections Way,Jarratt,VA,23870,,,"901 Corrections Way, Jarratt, VA 23870",,,GREENSVILLE CORRECTIONAL CENTER
Haynesville Correctional Center,421 Barnfield Rd,Haynesville,VA,22472,,,"421 Barnfield Rd, Haynesville, VA 22472",,,HAYNESVILLE CORRECTIONAL CENTER
Haynesville Correctional Unit #17,363 Camp Seventeen Rd,Haynesville,VA,22472,,,"363 Camp Seventeen Rd, Haynesville, VA 22472",,,HAYNESVILLE CORRECTIONAL UNIT #17
Indian Creek Correctional Center,801 Sanderson Rd,Chesapeake,VA,23328,,,"801 Sanderson Rd, Chesapeake, VA 23328",,,INDIAN CREEK CORRECTIONAL CENTER
Lawrenceville Correctional Center,1607 Planters Rd,Lawrenceville,VA,23868,,,"1607 Planters Rd, Lawrenceville, VA 23868",,,LAWRENCEVILLE CORRECTIONAL CENTER
St. Brides Correctional Center,701 Sanderson Rd,Chesapeake,VA,23328,,,"701 Sanderson Rd, Chesapeake, VA 23328",,,ST. BRIDES CORRECTIONAL CENTER
Sussex I State Prison,24414 Musselwhite Dr,Waverly,VA,23891,,,"24414 Musselwhite Dr, Waverly, VA 23891",,,SUSSEX I STATE PRISON
Sussex II State Prison,24427 Musselwhite Dr,Waverly,VA,23891,,,"24427 Musselwhite Dr, Waverly, VA 23891",,,SUSSEX II STATE PRISON
Airway Heights Corrections Center,11919 W. Sprague Ave,Airway Heights,WA,99001,,,"11919 W. Sprague Ave, Airway Heights, WA 99001",,,AIRWAY HEIGHTS CORRECTIONS CENTER
Cedar Creek Corrections Center,12200 Bordeaux Rd,Littlerock,WA,98556,,,"12200 Bordeaux Rd, Littlerock, WA 98556",,,CEDAR CREEK CORRECTIONS CENTER
Challam Bay Corrections Center,1830 Eagle Crest Way,Clallam Bay,WA,98326,,,"1830 Eagle Crest Way, Clallam Bay, WA 98326",,,CHALLAM BAY CORRECTIONS CENTER
Coyote Rdige Corrections Center,1301 N. Ephrata Ave,Connell,WA,99326,,,"1301 N. Ephrata Ave, Connell, WA 99326",,,COYOTE RDIGE CORRECTIONS CENTER
Monroe Correctional Complex,16550 177th Ave S.E. ,Monroe,WA,98272,,,"16550 177th Ave S.E. , Monroe, WA 98272",,,MONROE CORRECTIONAL COMPLEX
Olympic Corrections Center,11235 Hoh Mainline,Forks,WA,98331,,,"11235 Hoh Mainline, Forks, WA 98331",,,OLYMPIC CORRECTIONS CENTER
Stafford Creek Corrections Center,191 Constantine Way,Aberdeen,WA,98520,,,"191 Constantine Way, Aberdeen, WA 98520",,,STAFFORD CREEK CORRECTIONS CENTER
Washington Corrections Center,2321 W. Dayton Airport Rd,Shelton,WA,98584,,,"2321 W. Dayton Airport Rd, Shelton, WA 98584",,,WASHINGTON CORRECTIONS CENTER
Washington State Penitentiary ,1313 W. 13th Ave,Walla Walla,WA,99362,,,"1313 W. 13th Ave, Walla Walla, WA 99362",,,WASHINGTON STATE PENITENTIARY 
Mission Creek Corrections Center for Women,3420 N.E. Sand Hill Rd,Belfair,WA,98528,,,"3420 N.E. Sand Hill Rd, Belfair, WA 98528",,,MISSION CREEK CORRECTIONS CENTER FOR WOMEN
Washington Corrections Center for Women,9601 Bujacich Rd N.W.,Gig Harbor,WA,98332,,,"9601 Bujacich Rd N.W., Gig Harbor, WA 98332",,,WASHINGTON CORRECTIONS CENTER FOR WOMEN
Denmar Correctional Center,4319 Denmar Rd,Hillsboro,WV,24946,,,"4319 Denmar Rd, Hillsboro, WV 24946",,,DENMAR CORRECTIONAL CENTER
Huttonsville Correctional Center,109 HCC Blvd,Huttonsville,WV,26273,,,"109 HCC Blvd, Huttonsville, WV 26273",,,HUTTONSVILLE CORRECTIONAL CENTER
Lakin Correctional Center,11264 Ohio River Rd,West Columbia,WV,25287,,,"11264 Ohio River Rd, West Columbia, WV 25287",,,LAKIN CORRECTIONAL CENTER
Martinsburg Correctional Center,38 Grapevine Rd,Martinsburg,WV,25401,,,"38 Grapevine Rd, Martinsburg, WV 25401",,,MARTINSBURG CORRECTIONAL CENTER
Stevens Correctional Center,795 Virginia Ave,Welch,WV,24801,,,"795 Virginia Ave, Welch, WV 24801",,,STEVENS CORRECTIONAL CENTER
Mount Olive Correctional Complex,1 Mountainside Way,Mt. Olive,WV,25185,,,"1 Mountainside Way, Mt. Olive, WV 25185",,,MOUNT OLIVE CORRECTIONAL COMPLEX
Northern Correctional Facility,112 Northern Regional Correction Dr,Moundsville,WV,26041,,,"112 Northern Regional Correction Dr, Moundsville, WV 26041",,,NORTHERN CORRECTIONAL FACILITY
Ohio County Correctional Center,1501 Eoff St,Wheeling,WV,26003,,,"1501 Eoff St, Wheeling, WV 26003",,,OHIO COUNTY CORRECTIONAL CENTER
Pruntytown Correctional Center,2006 Trap Springs Rd,Grafton,WV,26354,,,"2006 Trap Springs Rd, Grafton, WV 26354",,,PRUNTYTOWN CORRECTIONAL CENTER
Saint Marys Correctional Center,2880 N. Pleasants Hwy,St. Marys,WV,26170,,,"2880 N. Pleasants Hwy, St. Marys, WV 26170",,,SAINT MARYS CORRECTIONAL CENTER
Salem Correctional Center ,7 Industrial Blvd,Industrial,WV,26426,,,"7 Industrial Blvd, Industrial, WV 26426",,,SALEM CORRECTIONAL CENTER 
Chippewa Valley Correctional Treatment Facility,2909 E. Park Ave,Chippewa Falls,WI,54729,,,"2909 E. Park Ave, Chippewa Falls, WI 54729",,,CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY
Columbia Correctional Institution,2925 Columbia Dr,Portage,WI,53901,,,"2925 Columbia Dr, Portage, WI 53901",,,COLUMBIA CORRECTIONAL INSTITUTION
Dodge Correctional Institution,1 W. Lincoln St,Waupun,WI,53963,,,"1 W. Lincoln St, Waupun, WI 53963",,,DODGE CORRECTIONAL INSTITUTION
Fox Lake Correctional Institution,W10237 Lake Emily Rd,Fox Lake,WI,53933,,,"W10237 Lake Emily Rd, Fox Lake, WI 53933",,,FOX LAKE CORRECTIONAL INSTITUTION
Green Bay Correctional Institution,2833 Riverside Dr,Green Bay,WI,54307,,,"2833 Riverside Dr, Green Bay, WI 54307",,,GREEN BAY CORRECTIONAL INSTITUTION
Jackson Correctional Institution,N6500 Haipek Rd,Black River Falls,WI,54615,,,"N6500 Haipek Rd, Black River Falls, WI 54615",,,JACKSON CORRECTIONAL INSTITUTION
Kettle Moraine Correctional Institution,W9071 Forest Dr,Plymouth,WI,53023,,,"W9071 Forest Dr, Plymouth, WI 53023",,,KETTLE MORAINE CORRECTIONAL INSTITUTION
Milwaukee Secure Detention Facility,1015 N. 10th St,Milwaukee,WI,53205,,,"1015 N. 10th St, Milwaukee, WI 53205",,,MILWAUKEE SECURE DETENTION FACILITY
New Lisbon Correctional Institution,2000 Progress Rd,New Lisbon ,WI,53950,,,"2000 Progress Rd, New Lisbon , WI 53950",,,NEW LISBON CORRECTIONAL INSTITUTION
Oakhill Correctional Institution,5212 County Hwy. M ,Oregon,WI,53575,,,"5212 County Hwy. M , Oregon, WI 53575",,,OAKHILL CORRECTIONAL INSTITUTION
Oshkosh Correctional Institution,1730 W. Snell Rd,Oshkosh,WI,54903,,,"1730 W. Snell Rd, Oshkosh, WI 54903",,,OSHKOSH CORRECTIONAL INSTITUTION
Prairie du Chien Correctional Institution,500 E. Parrish St,Prairie du Chien,WI,53821,,,"500 E. Parrish St, Prairie du Chien, WI 53821",,,PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION
Racine Correctional Institution,2019 Wisconsin St,Sturtevant,WI,53177,,,"2019 Wisconsin St, Sturtevant, WI 53177",,,RACINE CORRECTIONAL INSTITUTION
Racine Youthful Offender Correctional Facility,1501 Albert St,Racine,WI,53404,,,"1501 Albert St, Racine, WI 53404",,,RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY
Redgranite Correctional Institution,1006 County Road E.,Redgranite,WI,54970,,,"1006 County Road E., Redgranite, WI 54970",,,REDGRANITE CORRECTIONAL INSTITUTION
Stanley Correctional Institution,100 Corrections Dr,Stanley,WI,54768,,,"100 Corrections Dr, Stanley, WI 54768",,,STANLEY CORRECTIONAL INSTITUTION
Sturtevant Transitional Facility,9351 Rayne Rd,Sturtevant,WI,53177,,,"9351 Rayne Rd, Sturtevant, WI 53177",,,STURTEVANT TRANSITIONAL FACILITY
Waupun Correctional Institution,200 S. Madison St,Waupun,WI,53963,,,"200 S. Madison St, Waupun, WI 53963",,,WAUPUN CORRECTIONAL INSTITUTION
Wisconsin Secure Program Facility ,1101 Morrison Dr,Boscobel,WI,53805,,,"1101 Morrison Dr, Boscobel, WI 53805",,,WISCONSIN SECURE PROGRAM FACILITY 
Black River Correctional Ce​nter,W6896 E. Staffon Rd,Black River Falls ,WI,54615,,,"W6896 E. Staffon Rd, Black River Falls , WI 54615",,,BLACK RIVER CORRECTIONAL CE​NTER
Drug Abuse Correctional Center,4280 N. Sherman Rd,Winnebago,WI,54985,,,"4280 N. Sherman Rd, Winnebago, WI 54985",,,DRUG ABUSE CORRECTIONAL CENTER
Felmers O. Chaney Correctional Center,2825 N. 30th St,Milwaukee,WI,53210,,,"2825 N. 30th St, Milwaukee, WI 53210",,,FELMERS O. CHANEY CORRECTIONAL CENTER
Flambeau Correctional Center,N671 County Rd M,Hawkins,WI,54530,,,"N671 County Rd M, Hawkins, WI 54530",,,FLAMBEAU CORRECTIONAL CENTER
Gordon Correctional Center,10401 E. County Rd G,Gordon,WI,54838,,,"10401 E. County Rd G, Gordon, WI 54838",,,GORDON CORRECTIONAL CENTER
John C. Burke Correctional Center,900 S. Madison St,Waupun,WI,53963,,,"900 S. Madison St, Waupun, WI 53963",,,JOHN C. BURKE CORRECTIONAL CENTER
Kenosha Correctional Center,6353 14th Ave,Kenosha,WI,53143,,,"6353 14th Ave, Kenosha, WI 53143",,,KENOSHA CORRECTIONAL CENTER
